transcripts	A	T/U	C	G	GC	total	GC%
YER044C_mRNA	126	146	92	83	175	447	0.39149888143176736
YKL038W_mRNA	1119	906	782	706	1488	3513	0.42356959863364646
YOR254C_mRNA	665	593	336	398	734	1992	0.3684738955823293
YKL162C-A_mRNA	44	43	35	31	66	153	0.43137254901960786
YIR036W-A_mRNA	103	123	104	72	176	402	0.43781094527363185
YPL167C_mRNA	1583	1288	773	871	1644	4515	0.36411960132890364
YHR005C-A_mRNA	90	84	47	61	108	282	0.3829787234042553
YNL093W_mRNA	226	172	116	149	265	663	0.3996983408748115
YGR063C_mRNA	80	83	54	92	146	309	0.47249190938511326
YBR080C_mRNA	739	663	409	466	875	2277	0.38427755819060166
YNR031C_mRNA	1597	1349	821	973	1794	4740	0.37848101265822787
YBR109W-A_mRNA	58	82	41	44	85	225	0.37777777777777777
YDR002W_mRNA	222	135	103	146	249	606	0.41089108910891087
YIL164C_mRNA	161	152	115	172	287	600	0.47833333333333333
YAL029C_mRNA	1562	1213	759	882	1641	4416	0.37160326086956524
YPR092W_mRNA	107	82	48	69	117	306	0.38235294117647056
YMR250W_mRNA	536	482	342	398	740	1758	0.42093287827076226
YNL055C_mRNA	223	243	214	172	386	852	0.45305164319248825
YJR052W_mRNA	574	468	288	368	656	1698	0.38633686690223795
YPL040C_mRNA	1028	813	582	586	1168	3009	0.388168826852775
YCR084C_mRNA	649	518	532	443	975	2142	0.45518207282913165
YJR063W_mRNA	113	109	78	78	156	378	0.4126984126984127
YGR055W_mRNA	441	591	316	377	693	1725	0.4017391304347826
YPL015C_mRNA	309	299	216	250	466	1074	0.4338919925512104
YNL239W_mRNA	423	376	299	267	566	1365	0.4146520146520147
YAR070C_mRNA	85	97	64	54	118	300	0.3933333333333333
YHR006W_mRNA	567	393	353	313	666	1626	0.4095940959409594
YMR260C_mRNA	176	115	59	112	171	462	0.37012987012987014
YFL060C_mRNA	221	182	124	142	266	669	0.3976083707025411
YER142C_mRNA	324	244	133	190	323	891	0.36251402918069586
YNL298W_mRNA	867	616	573	473	1046	2529	0.4136022143139581
YER005W_mRNA	569	546	353	425	778	1893	0.4109878499735869
YNL285W_mRNA	127	99	72	74	146	372	0.3924731182795699
YLR278C_mRNA	1352	1075	875	724	1599	4026	0.39716840536512665
YOL139C_mRNA	210	176	126	130	256	642	0.3987538940809969
YMR109W_mRNA	1207	988	713	752	1465	3660	0.40027322404371585
YLR378C_mRNA	336	444	354	309	663	1443	0.4594594594594595
YIL030W-A_mRNA	110	116	57	56	113	339	0.3333333333333333
YFR009W_mRNA	732	638	397	492	889	2259	0.3935369632580788
YJR072C_mRNA	381	261	234	282	516	1158	0.44559585492227977
YLR405W_mRNA	332	306	194	272	466	1104	0.4221014492753623
YMR076C_mRNA	1380	1112	684	658	1342	3834	0.35002608242044864
YNL001W_mRNA	420	337	166	238	404	1161	0.3479758828596038
YIL102C-A_mRNA	53	91	46	38	84	228	0.3684210526315789
YGL063C-A_mRNA	38	37	38	37	75	150	0.5
YNL087W_mRNA	1202	997	619	719	1338	3537	0.3782866836301951
YOR075W_mRNA	403	285	153	200	353	1041	0.3390970220941403
YOR122C_mRNA	109	106	74	92	166	381	0.4356955380577428
YJR067C_mRNA	148	110	69	99	168	426	0.39436619718309857
YNR060W_mRNA	651	648	432	429	861	2160	0.39861111111111114
YBL053W_mRNA	68	166	102	39	141	375	0.376
YPL257W_mRNA	174	199	98	111	209	582	0.359106529209622
YNL021W_mRNA	698	605	357	461	818	2121	0.3856671381423857
YBR018C_mRNA	350	329	217	205	422	1101	0.3832879200726612
YDR473C_mRNA	566	326	211	307	518	1410	0.36737588652482267
YOR306C_mRNA	400	522	294	350	644	1566	0.4112388250319285
YFR025C_mRNA	314	266	214	214	428	1008	0.4246031746031746
YJL147C_mRNA	397	334	203	215	418	1149	0.3637946040034813
YGR073C_mRNA	95	141	70	66	136	372	0.3655913978494624
YMR231W_mRNA	1054	923	533	580	1113	3090	0.36019417475728155
YER190C-B_mRNA	111	153	140	79	219	483	0.453416149068323
YIL145C_mRNA	275	258	183	214	397	930	0.4268817204301075
YDR543C_mRNA	105	87	83	25	108	300	0.36
YLL019W-A_mRNA	25	25	26	17	43	93	0.46236559139784944
YOL039W_mRNA	82	88	66	85	151	321	0.470404984423676
YHR175W_mRNA	166	171	101	132	233	570	0.4087719298245614
YPR087W_mRNA	68	114	80	59	139	321	0.43302180685358255
YER087C-A_mRNA	138	192	128	94	222	552	0.40217391304347827
YEL001C_mRNA	209	203	129	137	266	678	0.39233038348082594
YIL109C_mRNA	813	778	631	559	1190	2781	0.4279036317871269
YKL059C_mRNA	464	297	278	287	565	1326	0.42609351432880843
YDL237W_mRNA	353	366	207	247	454	1173	0.38704177323103156
YGR184C_mRNA	1958	1747	1006	1142	2148	5853	0.36699128651973345
YOR184W_mRNA	366	339	229	254	483	1188	0.4065656565656566
YCL048W_mRNA	469	409	238	276	514	1392	0.3692528735632184
YJL082W_mRNA	688	628	399	481	880	2196	0.4007285974499089
YOL107W_mRNA	301	360	194	174	368	1029	0.3576287657920311
YOL165C_mRNA	131	120	74	107	181	432	0.41898148148148145
YDR379W_mRNA	1110	758	584	578	1162	3030	0.3834983498349835
YKR024C_mRNA	729	618	389	493	882	2229	0.39569313593539707
YBR294W_mRNA	754	797	487	542	1029	2580	0.3988372093023256
YPL185W_mRNA	117	135	72	72	144	396	0.36363636363636365
YDR468C_mRNA	249	172	95	159	254	675	0.3762962962962963
YKL189W_mRNA	414	354	227	205	432	1200	0.36
YPL242C_mRNA	1575	1283	767	863	1630	4488	0.3631907308377897
YDR340W_mRNA	102	97	42	62	104	303	0.3432343234323432
YGR292W_mRNA	544	502	327	382	709	1755	0.403988603988604
YNL077W_mRNA	508	424	301	354	655	1587	0.4127284183994959
YIL059C_mRNA	101	101	80	84	164	366	0.44808743169398907
YNL292W_mRNA	422	298	203	289	492	1212	0.40594059405940597
YMR326C_mRNA	105	101	77	26	103	309	0.3333333333333333
YGR180C_mRNA	334	278	218	208	426	1038	0.41040462427745666
YBR252W_mRNA	120	114	97	113	210	444	0.47297297297297297
YLR176C_mRNA	827	665	553	391	944	2436	0.38752052545155996
YDR217C_mRNA	1465	1010	665	790	1455	3930	0.3702290076335878
YER043C_mRNA	360	404	277	309	586	1350	0.43407407407407406
YMR165C_mRNA	883	645	500	561	1061	2589	0.40981073773657783
YER066C-A_mRNA	154	166	104	77	181	501	0.36127744510978044
YBL065W_mRNA	96	116	58	75	133	345	0.3855072463768116
YLR099C_mRNA	356	278	286	265	551	1185	0.4649789029535865
YOR019W_mRNA	830	564	388	411	799	2193	0.3643410852713178
Q0055_mRNA	981	904	272	408	680	2565	0.2651072124756335
YMR315W_mRNA	316	301	208	225	433	1050	0.4123809523809524
YBR094W_mRNA	761	654	399	448	847	2262	0.374447391688771
YPR143W_mRNA	326	144	109	174	283	753	0.3758300132802125
YBR241C_mRNA	337	387	387	356	743	1467	0.5064758009543285
YGL179C_mRNA	543	468	331	341	672	1683	0.39928698752228164
YKL120W_mRNA	309	285	172	209	381	975	0.39076923076923076
YGL071W_mRNA	728	514	466	365	831	2073	0.40086830680173663
YIL124W_mRNA	271	259	165	199	364	894	0.407158836689038
YLR385C_mRNA	128	100	86	85	171	399	0.42857142857142855
YPL124W_mRNA	292	174	139	157	296	762	0.3884514435695538
YDR320C-A_mRNA	79	50	46	44	90	219	0.410958904109589
YGR239C_mRNA	285	207	201	174	375	867	0.43252595155709345
YGL234W_mRNA	645	684	516	564	1080	2409	0.44831880448318806
YDL247W_mRNA	541	547	332	410	742	1830	0.4054644808743169
YOR279C_mRNA	359	220	159	195	354	933	0.37942122186495175
YCR095C_mRNA	404	314	155	216	371	1089	0.34067952249770433
YNL263C_mRNA	258	289	212	186	398	945	0.4211640211640212
YOR089C_mRNA	215	154	105	159	264	633	0.41706161137440756
YNL064C_mRNA	399	321	211	299	510	1230	0.4146341463414634
YER054C_mRNA	603	405	305	334	639	1647	0.3879781420765027
YMR232W_mRNA	767	575	335	357	692	2034	0.34021632251720746
YOR010C_mRNA	144	257	207	148	355	756	0.4695767195767196
YAL037C-A_mRNA	36	27	18	12	30	93	0.3225806451612903
YOL085W-A_mRNA	44	64	66	39	105	213	0.49295774647887325
YEL077C_mRNA	1142	930	803	959	1762	3834	0.45957224830464266
YDR320W-B_mRNA	41	49	26	22	48	138	0.34782608695652173
YLR166C_mRNA	956	806	396	458	854	2616	0.3264525993883792
YGR191W_mRNA	468	604	350	390	740	1812	0.4083885209713024
YJL174W_mRNA	234	238	195	164	359	831	0.43200962695547535
YKL036C_mRNA	120	102	68	103	171	393	0.4351145038167939
YLL064C_mRNA	95	89	108	71	179	363	0.4931129476584022
YER041W_mRNA	771	646	404	459	863	2280	0.3785087719298246
YMR124W_mRNA	1024	678	598	532	1130	2832	0.3990112994350282
YGR122W_mRNA	409	339	231	230	461	1209	0.3813068651778329
YOR036W_mRNA	305	223	125	214	339	867	0.39100346020761245
YOR192C_mRNA	439	622	358	381	739	1800	0.41055555555555556
YPL069C_mRNA	337	296	199	176	375	1008	0.37202380952380953
YPL143W_mRNA	94	86	76	68	144	324	0.4444444444444444
YKL172W_mRNA	530	247	193	314	507	1284	0.39485981308411217
YPR145C-A_mRNA	106	49	37	45	82	237	0.3459915611814346
YPL176C_mRNA	759	637	439	517	956	2352	0.4064625850340136
YBR301W_mRNA	93	92	108	70	178	363	0.4903581267217631
YDR476C_mRNA	147	176	185	167	352	675	0.5214814814814814
YBL096C_mRNA	83	89	80	57	137	309	0.44336569579288027
YBR251W_mRNA	306	242	160	216	376	924	0.4069264069264069
YLR101C_mRNA	111	134	80	71	151	396	0.3813131313131313
YJL010C_mRNA	705	563	315	418	733	2001	0.3663168415792104
YDR498C_mRNA	369	295	240	248	488	1152	0.4236111111111111
YPR018W_mRNA	742	378	319	382	701	1821	0.38495332235035695
YCR012W_mRNA	322	353	264	312	576	1251	0.460431654676259
YBR046C_mRNA	327	286	174	218	392	1005	0.3900497512437811
YPR086W_mRNA	349	272	175	242	417	1038	0.40173410404624277
Q0085_mRNA	242	353	88	97	185	780	0.23717948717948717
YER188C-A_mRNA	103	91	82	24	106	300	0.35333333333333333
YPR093C_mRNA	261	204	181	221	402	867	0.46366782006920415
YLL010C_mRNA	428	316	287	253	540	1284	0.4205607476635514
YOR104W_mRNA	295	226	146	182	328	849	0.38633686690223795
YHR058C_mRNA	296	212	176	204	380	888	0.42792792792792794
YAL031C_mRNA	755	613	479	436	915	2283	0.4007884362680683
YIL108W_mRNA	602	555	452	482	934	2091	0.446676231468197
YLL021W_mRNA	1616	1018	843	924	1767	4401	0.4014996591683708
YIL177W-A_mRNA	111	154	140	78	218	483	0.45134575569358176
YBR253W_mRNA	131	81	67	87	154	366	0.4207650273224044
YNR062C_mRNA	256	326	187	215	402	984	0.40853658536585363
YGR062C_mRNA	280	265	209	197	406	951	0.42691903259726605
YML064C_mRNA	246	183	149	160	309	738	0.4186991869918699
YKR090W_mRNA	725	516	440	440	880	2121	0.4148986327204149
YDL160C_mRNA	485	439	313	284	597	1521	0.39250493096646943
YKL225W_mRNA	118	108	99	23	122	348	0.3505747126436782
YER053C_mRNA	275	271	159	198	357	903	0.3953488372093023
YLR363W-A_mRNA	107	53	44	54	98	258	0.3798449612403101
YNL174W_mRNA	119	234	120	100	220	573	0.38394415357766143
YOR087W_mRNA	619	630	357	422	779	2028	0.38412228796844183
YDL196W_mRNA	86	102	85	57	142	330	0.4303030303030303
YHR099W_mRNA	3766	3336	2113	2020	4133	11235	0.36786826880284823
YIL154C_mRNA	282	176	285	298	583	1041	0.5600384245917387
YGL193C_mRNA	88	100	78	46	124	312	0.3974358974358974
YJR112W-A_mRNA	81	92	64	93	157	330	0.47575757575757577
YLR427W_mRNA	679	519	394	421	815	2013	0.4048683556880278
YKL021C_mRNA	487	399	216	305	521	1407	0.3702914001421464
YER128W_mRNA	239	130	132	111	243	612	0.39705882352941174
YLR325C_mRNA	83	62	46	46	92	237	0.3881856540084388
YDL109C_mRNA	619	510	402	413	815	1944	0.419238683127572
YIL126W_mRNA	1500	1042	670	868	1538	4080	0.3769607843137255
YHL018W_mRNA	115	76	87	85	172	363	0.4738292011019284
YOR319W_mRNA	246	180	104	112	216	642	0.3364485981308411
YNL042W_mRNA	420	286	271	214	485	1191	0.4072208228379513
YNL036W_mRNA	214	180	149	123	272	666	0.4084084084084084
YGR016W_mRNA	196	180	88	109	197	573	0.343804537521815
YNL328C_mRNA	148	98	92	103	195	441	0.4421768707482993
YGL145W_mRNA	758	623	360	365	725	2106	0.3442545109211776
YJR154W_mRNA	334	280	180	247	427	1041	0.4101825168107589
Q0250_mRNA	258	296	87	115	202	756	0.2671957671957672
YML070W_mRNA	512	512	319	412	731	1755	0.4165242165242165
YMR240C_mRNA	486	286	225	314	539	1311	0.4111365369946606
YNL057W_mRNA	90	96	60	87	147	333	0.44144144144144143
YBR032W_mRNA	86	86	69	62	131	303	0.43234323432343236
YLR080W_mRNA	473	346	203	313	516	1335	0.3865168539325843
YDR502C_mRNA	347	324	231	253	484	1155	0.41904761904761906
YBL072C_mRNA	190	150	125	138	263	603	0.4361525704809287
YML072C_mRNA	1564	1263	885	926	1811	4638	0.39047003018542475
YIL128W_mRNA	1063	948	547	541	1088	3099	0.35108099386899
YLR414C_mRNA	204	261	160	167	327	792	0.4128787878787879
YDR264C_mRNA	684	694	432	485	917	2295	0.39956427015250545
YKR091W_mRNA	233	183	179	146	325	741	0.43859649122807015
YPL211W_mRNA	174	166	84	122	206	546	0.3772893772893773
YBL050W_mRNA	283	245	134	217	351	879	0.3993174061433447
YHL030W-A_mRNA	88	154	92	128	220	462	0.47619047619047616
YIL064W_mRNA	250	199	127	198	325	774	0.4198966408268734
YJR006W_mRNA	488	402	271	303	574	1464	0.39207650273224043
YPR183W_mRNA	201	202	224	177	401	804	0.4987562189054726
YBR056C-B_mRNA	49	38	37	35	72	159	0.4528301886792453
YLR397C_mRNA	716	642	464	521	985	2343	0.42040119504908235
YOL066C_mRNA	579	419	365	413	778	1776	0.4380630630630631
YNL099C_mRNA	236	184	138	159	297	717	0.41422594142259417
YNL261W_mRNA	476	445	260	259	519	1440	0.36041666666666666
YDL085W_mRNA	477	447	324	390	714	1638	0.4358974358974359
YDL129W_mRNA	316	187	176	197	373	876	0.4257990867579909
YKR044W_mRNA	421	346	269	296	565	1332	0.4241741741741742
YLR110C_mRNA	75	118	131	78	209	402	0.5199004975124378
YOR278W_mRNA	282	229	151	166	317	828	0.3828502415458937
YBR204C_mRNA	356	332	187	253	440	1128	0.3900709219858156
YGR154C_mRNA	345	315	175	236	411	1071	0.38375350140056025
YNL138W-A_mRNA	89	52	53	64	117	258	0.45348837209302323
YLR010C_mRNA	156	155	72	100	172	483	0.35610766045548653
YLR162W-A_mRNA	50	63	41	35	76	189	0.4021164021164021
YMR264W_mRNA	186	155	116	155	271	612	0.44281045751633985
YGL043W_mRNA	351	205	183	191	374	930	0.4021505376344086
YPL050C_mRNA	391	328	226	243	469	1188	0.3947811447811448
YPR036W_mRNA	442	354	322	319	641	1437	0.44606819763395966
YPL164C_mRNA	728	602	406	412	818	2148	0.3808193668528864
YOR302W_mRNA	26	20	23	9	32	78	0.41025641025641024
YMR325W_mRNA	90	107	102	76	178	375	0.4746666666666667
YML104C_mRNA	1169	1028	541	646	1187	3384	0.35076832151300236
YPL266W_mRNA	315	254	171	217	388	957	0.4054336468129572
YLL054C_mRNA	824	809	452	447	899	2532	0.3550552922590837
YNL085W_mRNA	806	780	473	434	907	2493	0.3638186923385479
YOR308C_mRNA	712	389	300	363	663	1764	0.3758503401360544
YBR090C_mRNA	116	90	80	83	163	369	0.44173441734417346
YJL028W_mRNA	76	100	98	62	160	336	0.47619047619047616
YPL031C_mRNA	278	228	214	198	412	918	0.44880174291938996
YDR170C_mRNA	2020	1722	1107	1181	2288	6030	0.3794361525704809
YMR097C_mRNA	406	291	177	230	407	1104	0.3686594202898551
YDR125C_mRNA	481	398	227	256	483	1362	0.35462555066079293
YOL102C_mRNA	243	189	125	136	261	693	0.37662337662337664
YJL176C_mRNA	936	562	461	519	980	2478	0.3954802259887006
YGL222C_mRNA	193	117	134	84	218	528	0.4128787878787879
YLR267W_mRNA	569	529	319	296	615	1713	0.35901926444833626
YOR312C_mRNA	170	139	115	94	209	518	0.4034749034749035
YGL247W_mRNA	189	180	94	131	225	594	0.3787878787878788
YPL021W_mRNA	194	144	111	115	226	564	0.40070921985815605
YGL130W_mRNA	446	381	239	314	553	1380	0.4007246376811594
YDR182W_mRNA	483	434	269	290	559	1476	0.3787262872628726
YDR135C_mRNA	1413	1404	800	931	1731	4548	0.38060686015831136
YGL014W_mRNA	872	754	571	470	1041	2667	0.39032620922384703
YOR193W_mRNA	432	333	173	193	366	1131	0.32360742705570295
YGL020C_mRNA	222	207	127	152	279	708	0.3940677966101695
YNL034W_mRNA	559	462	494	324	818	1839	0.44480696030451333
YGR142W_mRNA	471	309	187	266	453	1233	0.36739659367396593
YBR228W_mRNA	313	250	134	218	352	915	0.3846994535519126
YOR129C_mRNA	883	804	520	475	995	2682	0.3709917971662938
YPL247C_mRNA	440	386	376	370	746	1572	0.47455470737913485
YGR069W_mRNA	91	144	59	42	101	336	0.3005952380952381
YOL159C_mRNA	160	174	91	91	182	516	0.35271317829457366
YOL155C_mRNA	679	861	860	504	1364	2904	0.4696969696969697
YJR108W_mRNA	112	109	79	72	151	372	0.40591397849462363
YBR147W_mRNA	266	294	155	176	331	891	0.37149270482603813
YJR122W_mRNA	503	424	287	280	567	1494	0.3795180722891566
YER091C_mRNA	677	666	486	475	961	2304	0.4171006944444444
YHL019C_mRNA	635	438	344	401	745	1818	0.4097909790979098
YBR069C_mRNA	504	579	375	402	777	1860	0.41774193548387095
YDR288W_mRNA	329	252	138	193	331	912	0.36293859649122806
YBR111W-A_mRNA	121	70	47	53	100	291	0.3436426116838488
YLR440C_mRNA	738	588	357	447	804	2130	0.37746478873239436
YML030W_mRNA	162	103	78	137	215	480	0.4479166666666667
YER186C_mRNA	287	278	149	207	356	921	0.38653637350705755
YDL130W_mRNA	71	95	69	86	155	321	0.48286604361370716
YOR112W_mRNA	780	637	429	440	869	2286	0.3801399825021872
YJL085W_mRNA	678	517	326	351	677	1872	0.36164529914529914
YGR130C_mRNA	968	501	479	503	982	2451	0.40065279477764176
YPR059C_mRNA	126	107	88	66	154	387	0.3979328165374677
YMR145C_mRNA	496	496	323	368	691	1683	0.41057635175282237
YBR198C_mRNA	806	619	459	513	972	2397	0.40550688360450565
YAL062W_mRNA	371	334	290	379	669	1374	0.4868995633187773
YIL147C_mRNA	1226	1018	683	736	1419	3663	0.38738738738738737
YBR288C_mRNA	488	445	235	284	519	1452	0.3574380165289256
YEL008C-A_mRNA	31	25	18	19	37	93	0.3978494623655914
YGR263C_mRNA	389	390	241	255	496	1275	0.38901960784313727
YGR157W_mRNA	804	894	409	503	912	2610	0.34942528735632183
YML057C-A_mRNA	88	141	62	99	161	390	0.4128205128205128
YLR281C_mRNA	135	72	117	144	261	468	0.5576923076923077
YOL115W_mRNA	616	468	292	379	671	1755	0.38233618233618233
YIR004W_mRNA	488	301	205	305	510	1299	0.39260969976905313
YDL144C_mRNA	301	249	237	284	521	1071	0.4864612511671335
YHL012W_mRNA	506	484	210	282	492	1482	0.3319838056680162
YPL041C_mRNA	190	184	133	117	250	624	0.40064102564102566
YNL180C_mRNA	376	233	199	188	387	996	0.3885542168674699
YER133W-A_mRNA	93	119	84	46	130	342	0.38011695906432746
YDL006W_mRNA	277	245	122	202	324	846	0.3829787234042553
YLR126C_mRNA	257	205	117	177	294	756	0.3888888888888889
YDL211C_mRNA	372	300	255	192	447	1119	0.39946380697050937
YDL222C_mRNA	214	256	238	222	460	930	0.4946236559139785
YEL020C_mRNA	499	450	353	381	734	1683	0.43612596553773025
YHR090C_mRNA	330	195	143	181	324	849	0.38162544169611307
YPL121C_mRNA	280	150	91	148	239	669	0.3572496263079223
YOR329W-A_mRNA	63	82	32	33	65	210	0.30952380952380953
YJL109C_mRNA	1722	1701	927	960	1887	5310	0.3553672316384181
YNR044W_mRNA	603	666	628	281	909	2178	0.41735537190082644
YOR120W_mRNA	307	254	186	192	378	939	0.402555910543131
YLR055C_mRNA	515	432	347	515	862	1809	0.476506357103372
YOR393W_mRNA	359	343	274	338	612	1314	0.4657534246575342
YJL222W_mRNA	1481	1378	796	995	1791	4650	0.3851612903225806
YDR445C_mRNA	99	146	95	68	163	408	0.39950980392156865
YOL027C_mRNA	582	424	342	374	716	1722	0.41579558652729387
YOL070C_mRNA	520	336	320	330	650	1506	0.4316069057104914
YBL103C_mRNA	509	372	297	283	580	1461	0.39698836413415467
YGR151C_mRNA	138	76	70	52	122	336	0.3630952380952381
YML009C_mRNA	72	54	34	53	87	213	0.4084507042253521
YBR159W_mRNA	323	324	190	207	397	1044	0.38026819923371646
YMR163C_mRNA	737	625	381	375	756	2118	0.35694050991501414
YJL187C_mRNA	856	647	491	466	957	2460	0.38902439024390245
YML049C_mRNA	1334	1188	757	807	1564	4086	0.38277043563387175
YNL097W-A_mRNA	29	48	43	36	79	156	0.5064102564102564
YGR190C_mRNA	97	131	54	84	138	366	0.3770491803278688
YGR237C_mRNA	860	586	457	455	912	2358	0.38676844783715014
YGR066C_mRNA	271	257	162	189	351	879	0.3993174061433447
YML089C_mRNA	96	107	93	73	166	369	0.44986449864498645
YCR088W_mRNA	579	383	423	394	817	1779	0.4592467678471051
YGL205W_mRNA	670	671	409	497	906	2247	0.4032042723631509
YLR123C_mRNA	85	109	77	59	136	330	0.4121212121212121
YMR194C-A_mRNA	53	75	40	57	97	225	0.4311111111111111
YHR083W_mRNA	294	265	206	225	431	990	0.4353535353535353
YFR015C_mRNA	630	594	398	505	903	2127	0.4245416078984485
YDL029W_mRNA	341	347	210	278	488	1176	0.41496598639455784
YFL033C_mRNA	1722	1418	1166	1007	2173	5313	0.4089968003011481
YHR131C_mRNA	816	678	499	560	1059	2553	0.41480611045828436
YMR026C_mRNA	393	344	220	243	463	1200	0.3858333333333333
YKL198C_mRNA	508	448	599	434	1033	1989	0.5193564605329312
YDR470C_mRNA	499	440	274	296	570	1509	0.37773359840954274
YHR086W-A_mRNA	25	61	44	32	76	162	0.4691358024691358
YER048C_mRNA	428	274	190	284	474	1176	0.4030612244897959
YNL337W_mRNA	89	77	70	19	89	255	0.34901960784313724
YAL027W_mRNA	278	206	151	151	302	786	0.3842239185750636
YDL025C_mRNA	621	495	400	347	747	1863	0.40096618357487923
YIR013C_mRNA	105	90	77	94	171	366	0.4672131147540984
YOR016C_mRNA	192	198	112	122	234	624	0.375
YDR112W_mRNA	69	119	73	48	121	309	0.39158576051779936
YDL245C_mRNA	441	549	320	394	714	1704	0.41901408450704225
YMR234W_mRNA	385	279	163	220	383	1047	0.3658070678127985
YNL139C_mRNA	1654	1402	835	903	1738	4794	0.36253650396328746
YPR160C-A_mRNA	86	83	55	61	116	285	0.4070175438596491
YMR115W_mRNA	542	398	245	321	566	1506	0.3758300132802125
YMR100W_mRNA	679	509	321	354	675	1863	0.36231884057971014
YOR186C-A_mRNA	62	56	45	47	92	210	0.4380952380952381
YDR024W_mRNA	141	144	116	85	201	486	0.41358024691358025
YOL011W_mRNA	573	638	421	429	850	2061	0.41242115477923336
YBL068W-A_mRNA	77	68	43	49	92	237	0.3881856540084388
YNR074C_mRNA	326	354	193	264	457	1137	0.4019349164467898
YOL117W_mRNA	687	568	295	388	683	1938	0.3524251805985552
YLR037C_mRNA	90	111	100	74	174	375	0.464
YEL008W_mRNA	95	111	67	108	175	381	0.45931758530183725
YMR177W_mRNA	504	435	272	322	594	1533	0.38747553816046965
YKL188C_mRNA	896	725	439	502	941	2562	0.3672911787665886
YFR036W_mRNA	131	63	109	72	181	375	0.4826666666666667
YOR286W_mRNA	146	116	90	98	188	450	0.4177777777777778
YAL016C-A_mRNA	71	115	68	61	129	315	0.4095238095238095
YPL067C_mRNA	148	139	159	151	310	597	0.5192629815745393
YOR378W_mRNA	359	488	336	365	701	1548	0.4528423772609819
YKL013C_mRNA	157	157	87	115	202	516	0.39147286821705424
YLR326W_mRNA	239	176	138	170	308	723	0.4260027662517289
YBR004C_mRNA	368	488	236	210	446	1302	0.3425499231950845
YAR023C_mRNA	166	157	108	109	217	540	0.40185185185185185
